Lat,Lon,Title,rank,Country,2021 pop.
41.9316387,126.4200169,Baishan,662,China,859381
27.6500795,113.4923249,Liling,663,China,857167
22.9912348,120.184982,Tainan,664,Taiwan,856736
11.9340568,79.8306447,Puducherry,665,India,856354
24.7978965,-107.393395,Culiacan,666,Mexico,856072
29.034552,111.6928724,Changde,667,China,853497
42.0151733,121.6452868,Fuxin,668,China,850647
38.1112268,13.3524434,Palermo,669,Italy,850179
34.4168215,115.6507447,Shangqiu,670,China,850165
37.0616519,114.499746,Xingtai,671,China,849674
25.4100012,49.580833,Hufuf-Mubarraz,672,Saudi Arabia,848479
27.1773663,78.389912,Firozabad,673,India,845746
0.390002,9.454001,Libreville,674,Gabon,845100
30.200255,115.0333466,Huangshi,675,China,844307
51.530018,46.034683,Saratov,676,Russia,840883
31.9553965,35.8906094,Banghazi,677,Libya,836031
39.4697065,-0.3763353,Valencia,678,Spain,835341
28.8744722,105.4385063,Luzhou,679,China,833637
46.8137431,-71.2084061,Quebec City,680,Canada,831776
28.7701941,104.6289601,Yibin,681,China,831013
37.5014422,126.7660139,Bucheon,682,South Korea,829592
4.5986817,101.0900236,Ipoh,683,Malaysia,827719
49.8955367,-97.1384584,Winnipeg,684,Canada,824771
24.8500662,89.3728431,Bogra,685,Bangladesh,820297
-5.056395,12.3211749,Cabinda,686,Angola,819452
5.5324032,7.4924165,Umuahia,687,Nigeria,816983
32.127372,114.0676596,Xinyang,688,China,816967
32.9139151,119.8476035,Xinghua,689,China,815780
54.9738474,-1.6131572,Newcastle upon Tyne,690,United Kingdom,813807
37.85862,113.5730276,Yangquan,691,China,813696
40.6403167,22.9352716,Thessaloniki,692,Greece,812964
26.423568,111.6081495,Yongzhou,693,China,809415
44.4938203,11.3426327,Bologna,694,Italy,808931
37.5493473,45.0682863,Orumiyeh,695,Iran,808149
30.919414,113.9516901,Xiaogan,696,China,806258
35.2477266,115.4464761,Heze,697,China,804759
10.1898503,-64.7087416,Barcelona-Puerto La Cruz,698,Venezuela,804488
11.8395375,13.1536214,Maiduguri,699,Nigeria,802988
41.7238743,86.173541,Kuerle,700,China,801993
37.6452283,138.7669125,Niigata,701,Japan,801982
39.7666813,30.5255947,Eskisehir,702,Turkey,801612
9.740204,76.3324672,Cherthala,703,India,801264
28.9268429,118.8759775,Quzhou,704,China,798191
29.7296617,120.1805427,Zhuji,705,China,796974
-23.5003451,-47.4582864,Sorocaba,706,Brazil,795569
40.8515302,122.7475513,Haicheng,707,China,795424
6.5536094,7.4143061,Enugu,708,Nigeria,795271
52.9534193,-1.1496461,Nottingham,709,United Kingdom,794008
34.5797531,105.7062921,Tianshui,710,China,790461
40.7515443,120.8404789,Huludao,711,China,790403
19.5408338,-96.9146374,Xalapa,712,Mexico,787349
28.0159286,73.3171367,Bikaner,713,India,786652
50.1106444,8.6820917,Frankfurt,714,Germany,784780
27.5611227,109.963365,Huaihua,715,China,784323
15.2241917,101.9313754,Nakhon Ratchasima,716,Thailand,783180
-26.6747222,27.9261111,Vereeniging,717,South Africa,779530
36.4441808,115.9642007,Liaocheng,718,China,778562
47.6038321,-122.3300624,Seattle,719,United States,776555
35.2075729,113.2533977,Jiaozuo,720,China,775685
33.8579594,115.772453,Bozhou,721,China,773217
14.4493717,79.9873763,Nellore,722,India,772941
43.2560802,-79.8728583,Hamilton,723,Canada,770976
40.8006696,29.431767,Gebze,724,Turkey,769633
32.1738588,120.0466771,Taixing,726,China,769620
8.4756417,124.6421532,Cagayan de Oro City,725,Philippines,769620
50.0619474,19.9368564,Krakow,727,Poland,769307
31.3869323,120.9764683,Kunshan,728,China,769021
24.8136095,113.5922116,Shaoguan,729,China,767557
26.6711433,83.3645724,Gorakhpur,730,India,766646
14.3270819,120.9370871,Dasmarinas,731,Philippines,765742
21.1545412,77.6442962,Amravati,732,India,764645
35.493783,112.8519862,Jincheng,733,China,763554
39.5128345,116.6997446,Langfang,734,China,763320
43.6908432,0.7735233,Ansan,735,South Korea,762698
24.9304741,50.9776888,Ar-Rayyan,736,Qatar,759174
35.5574725,45.435202,Sulaimaniya,737,Iraq,758795
20.4686,85.8792,Cuttack,738,India,751859
31.263235,32.305505,Bur Sa'id,739,Egypt,750373
39.7392364,-104.9848623,Denver,740,United States,749103
30.079061,103.8458201,Meishan,741,China,748981
33.0115818,114.0164565,Zhumadian,742,China,747329
29.3419256,104.7761224,Zigong,743,China,746711
-12.9104657,14.0356608,Benguela,744,Angola,745372
36.3654065,119.8005385,Gaomi,745,China,745055
30.6592336,116.6302585,Anqing,746,China,744768
23.6832984,113.0505994,Qingyuan,747,China,744726
-3.3187496,114.5925828,Banjarmasin,748,Indonesia,744334
30.6751205,113.8323146,Hanchuan,749,China,743610
32.0109736,119.6012702,Danyang,750,China,743482
29.4480063,77.740685,Muzaffarnagar,751,India,742227
7.802355,6.7430327,Lokoja,752,Nigeria,741482
32.6450475,130.6341345,Kumamoto,753,Japan,741455
9.6287383,76.6455326,Kottayam,754,India,739212
15.8572666,74.5069343,Belgaum,755,India,738074
32.0668425,36.0885771,Zarqa,756,Jordan,737085
11.0248119,7.6518533,Zaria,757,Nigeria,736098
53.3806626,-1.4702278,Sheffield,758,United Kingdom,735292
-6.0999443,39.3209443,Zanzibar,759,Tanzania,734832
31.5128679,34.4581358,Gaza,760,Palestine,734547
41.6521342,-0.8809428,Zaragoza,761,Spain,733825
28.8602058,121.1419179,Linhai,762,China,732334
47.8507859,35.1182867,Zaporizhzhya,763,Ukraine,731984
20.5902502,74.5714979,Malegaon,764,India,731493
-23.1860383,-45.8866816,Sao Jose dos Campos,765,Brazil,731481
7.7791666,4.5538891,Oshogbo,766,Nigeria,730529
39.604,109.785,Ordos City,767,China,730229
26.958944,111.283087,Shaoyang,768,China,729522
9.172188,76.5008685,Kayamkulam,769,India,726675
46.8087794,130.3734556,Jiamusi,770,China,726622
12.8698101,74.8430082,Mangalore,771,India,724159
34.6553944,133.9194595,Okayama,772,Japan,724157
-21.178333,-47.8066671,Ribeirao Preto,773,Brazil,724044
34.3075655,108.7234362,Xianyang Shaanxi,774,China,723612
1.5557893,30.2519376,Bunia,775,DR Congo,723276
49.841952,24.0315921,Lviv,776,Ukraine,722476
37.2793607,49.5846102,Rasht,777,Iran,722026
36.4794705,119.2129818,Anqiu,778,China,721402
43.6428995,122.2558324,Tongliao,779,China,720662
36.6421169,127.4891742,Cheongju,780,South Korea,720584
32.4935378,74.5411575,Sialkot,781,Pakistan,720439
9.7452286,-63.1799873,Maturin,782,Venezuela,717788
44.23052,-91.864325,Buffalo City,783,South Africa,717067
26.5860102,101.7179276,Panzhihua,784,China,716878
30.5061493,105.574542,Suining Sichuan,785,China,716754
42.8888552,129.5008425,Yanji,786,China,716660
30.9474457,117.8057282,Tongling,787,China,715946
23.5715402,111.0139268,Wuzhou,788,China,715472
17.0604663,-96.7253575,Oaxaca de Juarez,789,Mexico,714983
38.8950368,-77.0365427,Washington,790,United States,714153
32.0898005,72.6782574,Sargodha,791,Pakistan,712961
21.7718836,72.1416449,Bhavnagar,792,India,711625
-28.0023731,153.4145987,Gold Coast,793,Australia,710650
36.5853932,109.4828549,Yan'an,794,China,710029
-12.8104186,28.2068361,Kitwe,795,Zambia,709854
43.7698712,11.2555757,Florence,796,Italy,709064
32.7185614,74.8580917,Jammu,797,India,708612
38.2851657,109.7290619,Yulin Shaanxi,798,China,706571
19.169335,77.311013,Nanded Waghala,799,India,705667
31.216036,107.5027564,Dazhou,800,China,705321
13.6316368,79.4231711,Tirupati,801,India,704615
14.4589855,120.9398889,Bacoor,802,Philippines,704334
-9.535332,16.9364293,Malanje,803,Angola,704271
32.6880537,112.0818901,Dengzhou,804,China,703922
52.0799838,4.3113461,The Hague,805,Netherlands,703588
25.0767425,117.0123483,Longyan,806,China,703524
35.027637,111.002141,Yuncheng,807,China,703194
37.3886303,-5.9953403,Seville,808,Spain,702386
6.3676953,2.4252507,Cotonou,809,Benin,698868
32.8536216,120.3122464,Dongtai,810,China,698218
53.51495,49.407574,Tolyatti,811,Russia,696889
-25.1076701,-64.3494964,Salta,812,Argentina,696715
42.222633,-7.9049545,Merca,813,Somalia,696510
48.8588897,2.320041,Bali,814,Indonesia,695940
30.0393082,121.1501449,Yuyao,815,China,695704
42.3602534,-71.0582912,Boston,816,United States,695506
-18.9188041,-48.2767837,Uberlandia,817,Brazil,695461
21.270278,40.415833,Taif,818,Saudi Arabia,694894
30.9182867,111.9278808,Yuxi,819,China,693811
17.9640988,102.6133707,Vientiane,820,Laos,693594
51.4538022,-2.5972985,Bristol,821,United Kingdom,693552
-9.0478679,-70.5264976,Akure,822,Nigeria,690533
14.1419291,44.1389849,Ibb,823,Yemen,690456
20.5218445,-100.8139609,Celaya,824,Mexico,689735
14.7978677,42.9544872,Al-Hudaydah,825,Yemen,689640
36.8150283,127.1140654,Cheonan,826,South Korea,688543
-23.1887668,-46.884506,Jundiai,827,Brazil,688192
17.166667,77.083333,Gulbarga,828,India,687882
-12.6076318,15.7411039,Huambo,829,Angola,687795
45.4077172,11.8734455,Padova,830,Italy,687698
23.5350475,87.3380425,Durgapur,831,India,686568
15.8309251,78.0425373,Kurnool,832,India,685818
31.7754152,-106.464634,El Paso,833,United States,685434
47.2186371,-1.5541362,Nantes,834,France,685377
26.331667,43.971667,Buraydah,835,Saudi Arabia,684626
45.8131847,15.9771774,Zagreb,836,Croatia,684524
31.8782976,120.5514595,Zhangjiagang,837,China,683500
-0.0226903,109.3447488,Pontianak,838,Indonesia,680655
44.6173543,27.314991,Amara,839,Iraq,680156
50.6451381,5.5734203,Liege,840,Belgium,679895
31.4590371,121.1264772,Taicang,841,China,679623
36.1622767,-86.7742984,Nashville,842,United States,678448
44.40726,8.9338624,Genoa,843,Italy,677222
30.3925379,114.8898988,Ezhou,844,China,676600
9.8694792,-83.7980749,Santiago,845,Dominican Republic,672272
-37.9977225,-57.5482703,Mar Del Plata,846,Argentina,672116
9.4051992,-0.8423986,Tamale,847,Ghana,671812
33.6306299,114.6423617,Zhoukou,848,China,671419
51.7687323,19.4569911,Lodz,849,Poland,671395
-1.6665685,29.225652,Goma,850,DR Congo,670218
35.4729886,-97.5170536,Oklahoma City,851,United States,669347
35.5200185,35.7781044,Lattakia,852,Syria,668809
36.1672559,-115.148516,Las Vegas,853,United States,667501
28.3251866,37.6328648,Tabuk,854,Saudi Arabia,667155
32.7165184,108.9912989,Ankang,855,China,666656
6.112331,125.1717145,General Santos City,856,Philippines,665418
38.7063767,116.1062203,Renqiu,857,China,664262
42.3315509,-83.0466403,Detroit,858,United States,664139
26.2235041,50.5822436,Manama,859,Bahrain,663893
27.6995215,111.9890658,Loudi,860,China,663765
35.8242715,127.1480657,Jeonju,861,South Korea,663607
27.2858633,105.2865997,Bijie,862,China,662697
45.5202471,-122.6741949,Portland,863,United States,662549
13.0611195,5.3152203,Sokoto,864,Nigeria,662173
21.9647835,108.620787,Qinzhou,865,China,661953
22.1757605,113.5514142,Macao,866,Macau,661838
41.2946149,36.3320596,Samsun,867,Turkey,660863
37.7733197,29.0869273,Denizli,868,Turkey,660643
29.9873344,122.2030363,Zhoushan,869,China,659777
45.6119057,8.8520522,Busto Arsizio,870,Italy,657698
30.6316971,120.5610365,Tongxiang,871,China,656136
24.4490237,117.8132438,Longhai,872,China,655081
35.7631348,115.0234071,Puyang,873,China,654261
24.3705146,111.3590955,Hezhou,874,China,654185
25.5310311,78.652689,Jhansi,875,India,653879
29.5827203,105.0544575,Neijiang,876,China,653866
56.866557,53.2094166,Izhevsk,877,Russia,651601
35.1490215,-90.0516285,Memphis,878,United States,651011
22.4732415,70.0552102,Jamnagar,879,India,650977
13.322312,43.252987,As-Suways,880,Egypt,649368
11.3692044,77.6766269,Erode,881,India,647988
25.2856329,51.5264162,Doha,882,Qatar,646177
20.1165413,-98.7413535,Pachuca de Soto,883,Mexico,646101
31.8729183,121.1771295,Haimen,884,China,645598
41.7829291,129.7825241,Chongjin,885,North Korea,645488
-6.766417,-79.8408308,Chiclayo,886,Peru,645366
39.6540161,106.7879045,Wuhai,887,China,644895
47.3355856,130.2836718,Hegang,888,China,644894
18.2534658,109.5034392,Sanya,889,China,644727
31.2457442,34.7925181,Be'er Sheva,890,Israel,644278
24.833333,-104.833333,Durango,891,Mexico,642750
23.6579595,86.0839161,Bokaro Steel City,892,India,642145
51.1263106,16.9781963,Wroclaw,893,Poland,642085
52.289597,104.280586,Irkutsk,894,Russia,641504
53.347402,83.7784496,Barnaul,895,Russia,640396
19.7540045,96.1344976,Nay Pyi Taw,896,Myanmar,639759
-20.1560599,28.5887063,Bulawayo,897,Zimbabwe,639722
28.8101339,113.0613336,Miluo,898,China,639015
45.4371908,12.3345898,Venezia,899,Italy,638264
-1.611572,102.779699,Jambi,900,Indonesia,637037
25.2689153,55.3152795,Safaqis,901,Tunisia,636613
48.481403,135.076935,Khabarovsk,902,Russia,636254
34.3508273,62.2164003,Herat,903,Afghanistan,635579
51.2254018,6.7763137,Duesseldorf,904,Germany,635046
54.596391,-5.9301829,Belfast,905,United Kingdom,634594
31.0440068,46.2575523,Nasiriyah,906,Iraq,634492
48.7784485,9.1800132,Stuttgart,907,Germany,633808
45.4384958,10.9924122,Verona,908,Italy,633128
22.2142849,84.8724369,Raurkela,909,India,631310
32.6075,43.910833,Jubayl,910,Saudi Arabia,631060
56.9493977,24.1051846,Riga,911,Latvia,627763
27.1793466,56.2781423,Bandar Abbas,912,Iran,627174
16.7028412,74.2405329,Kolhapur,913,India,626791
10.6762836,122.9513786,Bacolod,914,Philippines,624783
45.649723,9.2053919,Seregno,915,Italy,624706
54.3107593,48.3642771,Ulyanovsk,916,Russia,624103
-3.1982504,29.0071409,Uvira,917,DR Congo,622862
24.2258413,55.7474052,Al-Ain,918,United Arab Emirates,622675
41.1257843,16.8620293,Bari,919,Italy,622590
22.6570263,110.1765019,Yulin Guangxi,920,China,622115
26.4691,74.639,Ajmer,921,India,621505
1.5574127,110.3439862,Kuching,922,Malaysia,621114
11.861324,-15.583055,Bissau,923,Guinea-Bissau,620974
10.6228284,10.0287754,Bauchi,924,Nigeria,620800
46.2017559,6.1466014,Geneva,925,Switzerland,620131
30.2745483,109.4833079,Enshi,926,China,619178
26.254911,105.9437773,Anshun,927,China,619116
6.9387469,79.8541134,Colombo,928,Sri Lanka,619001
23.4423808,112.6997273,Sihui,929,China,618859
33.069049,107.018889,Hanzhong,930,China,618109
23.1885131,75.7716562,Ujjain,931,India,617812
57.7072326,11.9670171,Gothenburg,932,Sweden,617781
37.6866796,112.7383414,Jinzhong,933,China,617236
30.2090874,76.3398721,Patiala,934,India,616590
29.4928874,60.8503017,Zahedan,935,Iran,616511
28.8680526,79.298385,Bilaspur,936,India,616394
38.2542376,-85.759407,Louisville,937,United States,615924
14.8110432,121.0491569,San Jose del Monte,938,Philippines,615815
15.239041,44.145513,Hillah,939,Iraq,615167
47.9102734,33.3917703,Kryvyi Rih,940,Ukraine,613696
57.6263877,39.8933705,Yaroslavl,941,Russia,612502
50.8214626,-0.1400561,Brighton,942,United Kingdom,612159
-12.2578934,-38.9598047,Feira De Santana,943,Brazil,609939
43.1150678,131.8855768,Vladivostok,944,Russia,609632
23.4610615,91.1808748,Comilla,945,Bangladesh,609345
19.416667,-98.166667,Tlaxcala,946,Mexico,606590
43.1669821,124.364739,Siping,947,China,604724
39.9815552,117.0714873,Sanhe,948,China,604549
4.9795999,8.3373597,Calabar,949,Nigeria,604546
27.633333,77.583333,Mathura,950,India,603301
6.3208897,8.1133202,Abakaliki,951,Nigeria,601712
34.5307313,113.3761237,Xinmi,952,China,600980
41.9960924,21.4316495,Skopje,953,North Macedonia,600708
42.9830241,47.5048717,Makhachkala,954,Russia,600541
58.6124279,82.0475315,Tomsk,955,Russia,600254
32.0165721,120.2693683,Jingjiang,956,China,599221
24.7337639,118.6439351,Shishi,957,China,598547
25.6301525,119.3756376,Fuqing,958,China,597698
37.2595198,39.0408174,Sanliurfa,959,Turkey,596713
51.3406321,12.3747329,Leipzig,960,Germany,596230
23.8312377,91.2823821,Agartala,961,India,595210
30.3635622,113.4170705,Xiantao,962,China,594155
47.7231316,128.8785919,Yichun Heilongjiang,963,China,593871
24.7991162,93.9364419,Imphal,964,India,593524
30.0981854,114.9747162,Daye,965,China,592972
-8.9740144,33.3915834,Mbeya,966,Tanzania,592579
22.9212029,110.9898501,Cenxi,967,China,592553
17.9712148,-76.7928128,Kingston,968,Jamaica,592477
16.8502534,74.5948885,Sangli,969,India,592117
-15.5986686,-56.0991301,Cuiaba,970,Brazil,591522
39.6550017,66.9756954,Samarkand,971,Uzbekistan,591252
36.7213028,-4.4216366,Malaga,972,Spain,591091
4.4386453,-75.2105974,Ibague,973,Colombia,590686
51.5142273,7.4652789,Dortmund,974,Germany,589748
31.521587,130.5474077,Kagoshima,975,Japan,588413
10.395075,-71.4414049,Cabimas,976,Venezuela,588348
45.7700345,131.0074987,Qitaihe,977,China,588212
43.0349931,-87.922497,Milwaukee,978,United States,587721
37.5023612,15.0873718,Catania,979,Italy,586049
13.5708192,100.2585874,Samut Sakhon,980,Thailand,585964
-10.9891601,26.7397418,Likasi,981,DR Congo,585678
-19.828707,34.841782,Beira,982,Mozambique,584989
34.973321,48.6555779,Hamadan,983,Iran,584645
39.3307915,112.4235469,Shuozhou,984,China,584272
41.7225544,125.9170455,Tonghua,985,China,584209
11.8145966,42.8453061,Djibouti,986,Djibouti,583695
51.4582235,7.0158171,Essen,987,Germany,581579
43.1257311,5.9304919,Toulon,988,France,581264
51.0493286,13.7381437,Dresden,989,Germany,580877
-21.7609533,-43.3501129,Juiz De Fora,990,Brazil,580874
7.6906058,-5.0298408,Bouake,991,Ivory Coast,580586
4.8142613,-75.6946776,Pereira,992,Colombia,580225
24.578721,73.6862571,Udaipur,993,India,580191
34.7678842,111.1908398,Sanmenxia,994,China,579273
12.7948109,79.0006411,Vellore,995,India,578956
29.2908082,120.2366509,Dongyang,996,China,578734
38.4583983,47.9313001,Ardabil,997,Iran,578222
8.7567452,78.0797527,Thoothukkudi,998,India,577945
-29.116395,26.215496,Bloemfontein,999,South Africa,577560
22.4277951,111.1032678,Xinyi,1000,China,577474